geom,ISO3_CODE,COUNTRY_NAME,AREA
"POLYGON ((31.6857 -28.9844,31.6759 -29.0048,31.6808 -29.0071,31.6888 -29.0001,31.7048 -28.9889,31.7149 -28.982,31.7142 -28.9811,31.713 -28.98,31.7119 -28.9801,31.7105 -28.9781,31.7088 -28.977,31.7076 -28.9769,31.7071 -28.978,31.7051 -28.9784,31.7009 -28.9762,31.6857 -28.9844))",ZAF,South Africa,5.17893835235865
"POLYGON ((24.979 -29.3941,24.9795 -29.3961,24.981 -29.3979,24.9836 -29.3964,24.9835 -29.3953,24.9822 -29.3943,24.9803 -29.394,24.9796 -29.3938,24.979 -29.3941))",ZAF,South Africa,0.127438369713031
"POLYGON ((22.9935 -29.5656,23.0048 -29.5753,23.0127 -29.5747,23.0165 -29.5746,23.0214 -29.5736,23.0254 -29.5774,23.0282 -29.5835,23.033 -29.5861,23.0368 -29.584,23.0374 -29.5791,23.0399 -29.5766,23.0468 -29.5738,23.0524 -29.5712,23.0459 -29.5481,23.0409 -29.5478,23.0353 -29.5487,23.026 -29.5529,23.0205 -29.554,23.0154 -29.5605,23.0121 -29.5549,23.006 -29.5495,22.9948 -29.5453,22.9911 -29.5491,22.9891 -29.554,22.9909 -29.5595,22.9935 -29.5656))",ZAF,South Africa,15.6214215069339
"POLYGON ((22.8825 -29.5397,22.8788 -29.5438,22.8809 -29.5472,22.8892 -29.5468,22.891 -29.5507,22.8962 -29.5509,22.9123 -29.5533,22.9125 -29.546,22.9091 -29.5449,22.9058 -29.5366,22.9001 -29.5356,22.8942 -29.5381,22.8825 -29.5397))",ZAF,South Africa,3.92086698912464
"POLYGON ((31.9402 -28.816,31.9354 -28.8167,31.9341 -28.8225,31.9324 -28.8309,31.9312 -28.8335,31.9315 -28.8356,31.9343 -28.8345,31.9362 -28.8321,31.9391 -28.8329,31.943 -28.827,31.9424 -28.8209,31.9436 -28.8172,31.9402 -28.816))",ZAF,South Africa,1.59116311957812
"POLYGON ((31.9289 -28.8378,31.9238 -28.8422,31.9249 -28.8436,31.924 -28.8447,31.9256 -28.8462,31.9282 -28.8444,31.929 -28.8438,31.9306 -28.8427,31.931 -28.8418,31.9303 -28.8398,31.9289 -28.8378))",ZAF,South Africa,0.351504252898593
"POLYGON ((31.903 -28.8427,31.9026 -28.8448,31.9062 -28.8438,31.9075 -28.8456,31.9104 -28.8487,31.9172 -28.8445,31.9167 -28.8394,31.903 -28.8427))",ZAF,South Africa,0.761851195862587
"POLYGON ((17.9711 -29.6766,17.979 -29.6742,17.9799 -29.6729,17.9801 -29.671,17.9796 -29.6699,17.9787 -29.669,17.9776 -29.6684,17.9776 -29.6674,17.9779 -29.6663,17.9778 -29.6647,17.9736 -29.6614,17.9717 -29.6589,17.9703 -29.6567,17.9702 -29.6552,17.9687 -29.6533,17.9681 -29.6523,17.9676 -29.6509,17.9673 -29.6489,17.9675 -29.648,17.968 -29.647,17.9684 -29.6461,17.9681 -29.6448,17.9679 -29.6438,17.9668 -29.6427,17.9663 -29.6421,17.9663 -29.6411,17.9664 -29.6399,17.9657 -29.6399,17.9644 -29.6406,17.9631 -29.6417,17.9622 -29.6415,17.9602 -29.6402,17.9598 -29.6415,17.9607 -29.6435,17.9608 -29.6446,17.9606 -29.6461,17.9594 -29.6467,17.9593 -29.6485,17.9608 -29.6502,17.9624 -29.6496,17.9634 -29.6491,17.9642 -29.6507,17.9642 -29.6526,17.9652 -29.6539,17.9663 -29.6543,17.9673 -29.6547,17.9682 -29.6564,17.9695 -29.6598,17.9697 -29.6615,17.9702 -29.6631,17.9693 -29.6656,17.9679 -29.6711,17.9679 -29.6723,17.9674 -29.6743,17.9678 -29.6764,17.9685 -29.677,17.9695 -29.6769,17.9711 -29.6766))",ZAF,South Africa,2.56030392550612
"POLYGON ((23.158 -29.3977,23.1554 -29.3975,23.1544 -29.3979,23.1522 -29.3986,23.1512 -29.3994,23.149 -29.4004,23.1459 -29.4014,23.1412 -29.4029,23.1383 -29.4045,23.1357 -29.4073,23.1357 -29.4095,23.1367 -29.4107,23.1375 -29.4126,23.138 -29.4146,23.1388 -29.417,23.1414 -29.417,23.144 -29.4166,23.1473 -29.4157,23.1505 -29.4149,23.1543 -29.414,23.1584 -29.4134,23.1598 -29.411,23.1625 -29.4058,23.158 -29.3977))",ZAF,South Africa,3.73333894020433
"POLYGON ((31.8771 -28.8111,31.8771 -28.8149,31.8823 -28.8167,31.8877 -28.8166,31.8882 -28.8148,31.8847 -28.809,31.8771 -28.8111))",ZAF,South Africa,0.670486857077029
"POLYGON ((17.7809 -29.5617,17.7808 -29.5616,17.7806 -29.5618,17.7798 -29.5623,17.7783 -29.5634,17.7779 -29.5638,17.7781 -29.5639,17.7783 -29.564,17.7789 -29.5642,17.7794 -29.5643,17.7812 -29.5641,17.7813 -29.5639,17.7809 -29.5617))",ZAF,South Africa,0.055117541998003
"POLYGON ((23.1748 -29.3186,23.1689 -29.3205,23.1677 -29.3205,23.1673 -29.3197,23.1666 -29.319,23.166 -29.319,23.1649 -29.3193,23.1639 -29.32,23.1643 -29.3211,23.1664 -29.3214,23.1663 -29.3218,23.1659 -29.3231,23.1666 -29.324,23.1678 -29.3244,23.1704 -29.3247,23.1727 -29.3252,23.1748 -29.3253,23.1755 -29.3241,23.1769 -29.3227,23.1764 -29.3219,23.1759 -29.3212,23.1763 -29.3206,23.1748 -29.3186))",ZAF,South Africa,0.59194172622537
"POLYGON ((28.6096 -29.0183,28.6082 -29.0215,28.6097 -29.0241,28.6121 -29.0272,28.6159 -29.0285,28.616 -29.0257,28.6138 -29.0239,28.6154 -29.0225,28.6155 -29.0196,28.6132 -29.0184,28.6096 -29.0183))",LSO,Lesotho,0.55512829184748
"POLYGON ((28.6258 -29.0184,28.6272 -29.02,28.6253 -29.0221,28.6242 -29.0238,28.6258 -29.0266,28.6294 -29.027,28.6328 -29.0263,28.6329 -29.0236,28.6306 -29.0203,28.6294 -29.0161,28.6258 -29.0184))",LSO,Lesotho,0.617565177653626
"POLYGON ((17.3467 -29.5711,17.349 -29.5764,17.3565 -29.5823,17.3641 -29.5785,17.3664 -29.5767,17.3676 -29.5751,17.3654 -29.5726,17.3662 -29.5709,17.364 -29.5694,17.3623 -29.5679,17.3587 -29.5664,17.3558 -29.5677,17.3532 -29.5688,17.3514 -29.569,17.35 -29.569,17.348 -29.5693,17.3467 -29.5711))",ZAF,South Africa,2.20910726263994
"POLYGON ((23.2314 -29.3004,23.229 -29.3012,23.2279 -29.3017,23.2272 -29.3023,23.2248 -29.3027,23.2243 -29.3023,23.2241 -29.3018,23.2239 -29.3014,23.223 -29.3014,23.2188 -29.3034,23.2179 -29.3044,23.2178 -29.3054,23.2181 -29.3065,23.2192 -29.3071,23.2196 -29.3077,23.2194 -29.3089,23.2193 -29.3099,23.2193 -29.3108,23.2199 -29.312,23.2201 -29.3128,23.2216 -29.313,23.2224 -29.3132,23.223 -29.3135,23.2236 -29.3141,23.2242 -29.3146,23.2249 -29.315,23.2258 -29.315,23.2264 -29.3151,23.2271 -29.315,23.2284 -29.3141,23.2283 -29.313,23.228 -29.3122,23.2287 -29.3115,23.2303 -29.3112,23.2313 -29.3112,23.232 -29.3113,23.2327 -29.3113,23.2337 -29.3108,23.2345 -29.3104,23.2353 -29.31,23.236 -29.3095,23.2368 -29.3083,23.2367 -29.3065,23.2361 -29.3053,23.2358 -29.3044,23.2355 -29.3034,23.2348 -29.3025,23.2344 -29.3021,23.2333 -29.3017,23.2322 -29.3002,23.2314 -29.3004))",ZAF,South Africa,1.98875688207071
"POLYGON ((23.3708 -29.2957,23.3705 -29.296,23.3704 -29.2964,23.3704 -29.2968,23.3702 -29.2972,23.3697 -29.2978,23.3695 -29.2984,23.3691 -29.2988,23.3686 -29.2995,23.3686 -29.2999,23.3686 -29.3003,23.3688 -29.3006,23.369 -29.3011,23.3693 -29.3014,23.3689 -29.3024,23.3694 -29.3031,23.3701 -29.3036,23.3705 -29.3034,23.3708 -29.3031,23.3711 -29.3027,23.3716 -29.3017,23.372 -29.3005,23.3719 -29.2999,23.3718 -29.2992,23.3718 -29.2986,23.372 -29.2982,23.3721 -29.2977,23.3722 -29.2971,23.3721 -29.2966,23.3722 -29.2961,23.372 -29.2958,23.3715 -29.2955,23.3711 -29.2955,23.3708 -29.2957))",ZAF,South Africa,0.199640023341456
"POLYGON ((23.369 -29.2984,23.3684 -29.2975,23.3676 -29.2975,23.3673 -29.2976,23.3672 -29.2981,23.3671 -29.2985,23.3671 -29.2988,23.3672 -29.299,23.3676 -29.299,23.368 -29.2989,23.3683 -29.2989,23.3687 -29.2988,23.369 -29.2988,23.369 -29.2984))",ZAF,South Africa,0.024476835228383
"POLYGON ((23.1755 -29.3178,23.1768 -29.3193,23.1781 -29.3198,23.1795 -29.32,23.1802 -29.3208,23.1805 -29.3216,23.1804 -29.3228,23.1817 -29.3238,23.1836 -29.325,23.1847 -29.3261,23.186 -29.3267,23.1866 -29.3274,23.1878 -29.3284,23.1906 -29.329,23.1941 -29.3228,23.1955 -29.3169,23.1967 -29.3145,23.1972 -29.3124,23.1953 -29.3121,23.1941 -29.3119,23.1948 -29.3109,23.196 -29.3101,23.1965 -29.3089,23.1954 -29.3071,23.1936 -29.3082,23.1925 -29.3086,23.1916 -29.3077,23.1904 -29.3073,23.189 -29.3073,23.1869 -29.3073,23.1859 -29.3078,23.1869 -29.3092,23.1874 -29.3098,23.187 -29.3113,23.1866 -29.3127,23.1857 -29.3137,23.1842 -29.3139,23.1811 -29.3146,23.1804 -29.3151,23.1781 -29.3156,23.1767 -29.3163,23.1759 -29.3167,23.1755 -29.3178))",ZAF,South Africa,2.7460074264477
"POLYGON ((23.1497 -29.3174,23.1501 -29.3185,23.1519 -29.318,23.1517 -29.3169,23.1497 -29.3174))",ZAF,South Africa,0.0241487598077351
"POLYGON ((17.3708 -29.5685,17.37 -29.5687,17.3695 -29.5688,17.3691 -29.5689,17.3689 -29.5695,17.3688 -29.57,17.3688 -29.5704,17.3694 -29.5711,17.3708 -29.5715,17.3717 -29.5714,17.372 -29.5711,17.3718 -29.5706,17.3714 -29.5696,17.3708 -29.5685))",ZAF,South Africa,0.07205130931203
"POLYGON ((17.3688 -29.562,17.3681 -29.5628,17.3674 -29.564,17.3673 -29.5648,17.3672 -29.5656,17.3681 -29.5655,17.3694 -29.5652,17.3711 -29.5641,17.3688 -29.562))",ZAF,South Africa,0.0841005663359714
"POLYGON ((31.8921 -28.8383,31.9005 -28.838,31.9009 -28.8373,31.8994 -28.8351,31.8964 -28.8343,31.8951 -28.8342,31.8951 -28.8329,31.8904 -28.8334,31.8893 -28.8356,31.8886 -28.8376,31.8894 -28.8382,31.8905 -28.8375,31.8921 -28.8383))",ZAF,South Africa,0.496235002140532
"POLYGON ((17.2371 -29.6037,17.2362 -29.6034,17.236 -29.6041,17.2376 -29.6058,17.2378 -29.6073,17.2389 -29.6083,17.2397 -29.6111,17.2406 -29.6122,17.2414 -29.6136,17.2424 -29.6142,17.2441 -29.6121,17.2444 -29.6116,17.2442 -29.611,17.2433 -29.61,17.2427 -29.6088,17.2426 -29.6085,17.2433 -29.6081,17.2442 -29.6076,17.2442 -29.6069,17.2434 -29.6071,17.2419 -29.6075,17.2413 -29.6072,17.2404 -29.6059,17.2396 -29.6051,17.2385 -29.6043,17.2371 -29.6037))",ZAF,South Africa,0.374899388761766
"POLYGON ((17.8842 -29.5876,17.8851 -29.587,17.8854 -29.5858,17.8857 -29.5851,17.8862 -29.5844,17.8867 -29.5841,17.8872 -29.5837,17.8886 -29.5817,17.8877 -29.5786,17.8867 -29.5786,17.8859 -29.5787,17.8853 -29.5784,17.8847 -29.5779,17.8836 -29.5773,17.8819 -29.577,17.8792 -29.5776,17.8783 -29.5773,17.8778 -29.5776,17.8771 -29.5776,17.8766 -29.5775,17.8762 -29.5775,17.8759 -29.5776,17.8756 -29.578,17.8757 -29.5786,17.8761 -29.5801,17.8763 -29.5814,17.8767 -29.5829,17.8769 -29.5831,17.8775 -29.5832,17.8781 -29.5847,17.8796 -29.5843,17.8801 -29.5839,17.8808 -29.5838,17.8814 -29.5838,17.8818 -29.5836,17.8821 -29.5834,17.8825 -29.5833,17.883 -29.5833,17.8835 -29.5836,17.8839 -29.5839,17.8841 -29.5845,17.8841 -29.5852,17.884 -29.5859,17.8839 -29.5863,17.8842 -29.5876))",ZAF,South Africa,0.839199289470372
"POLYGON ((17.1894 -29.6076,17.1892 -29.6079,17.1891 -29.6082,17.189 -29.6085,17.1889 -29.6089,17.1889 -29.6092,17.1892 -29.6093,17.1895 -29.6094,17.1897 -29.6093,17.19 -29.6091,17.19 -29.6089,17.1901 -29.6085,17.1899 -29.6078,17.1898 -29.6076,17.1895 -29.6076,17.1894 -29.6076))",ZAF,South Africa,0.016984729596334
"POLYGON ((23.3579 -29.3334,23.3565 -29.3334,23.3538 -29.3352,23.354 -29.3359,23.3549 -29.3365,23.3559 -29.3365,23.3572 -29.3372,23.3585 -29.3379,23.3615 -29.3392,23.3632 -29.3399,23.3656 -29.3402,23.3686 -29.3402,23.37 -29.3396,23.3708 -29.338,23.3711 -29.3362,23.3704 -29.3347,23.3689 -29.3338,23.3673 -29.3322,23.3656 -29.3323,23.3636 -29.3331,23.3618 -29.334,23.3579 -29.3334))",ZAF,South Africa,0.971594947577934
"POLYGON ((17.887 -29.5909,17.8864 -29.5907,17.8862 -29.5906,17.8859 -29.5907,17.8857 -29.5908,17.8849 -29.5907,17.8845 -29.591,17.8843 -29.5914,17.8842 -29.5917,17.8841 -29.592,17.884 -29.5926,17.8839 -29.5931,17.8839 -29.5935,17.8837 -29.5958,17.8837 -29.5962,17.884 -29.5963,17.8842 -29.5966,17.8849 -29.5969,17.8855 -29.5971,17.8863 -29.5969,17.8874 -29.5967,17.888 -29.5963,17.8885 -29.596,17.8889 -29.5956,17.8889 -29.5951,17.8885 -29.5946,17.888 -29.5938,17.8876 -29.5932,17.887 -29.5909))",ZAF,South Africa,0.256688897657405
"POLYGON ((17.8824 -29.59,17.8819 -29.5902,17.8815 -29.5903,17.8811 -29.5905,17.8808 -29.5906,17.8806 -29.5908,17.8805 -29.5913,17.8806 -29.5915,17.8807 -29.5917,17.8811 -29.5917,17.8813 -29.5918,17.8816 -29.5919,17.8818 -29.592,17.8821 -29.5923,17.8825 -29.5924,17.8828 -29.5923,17.883 -29.5922,17.8833 -29.5921,17.8834 -29.5919,17.8834 -29.5916,17.8834 -29.5909,17.8834 -29.5906,17.8834 -29.5904,17.8833 -29.5901,17.8832 -29.59,17.8828 -29.5899,17.8824 -29.59))",ZAF,South Africa,0.0553711774272208
"POLYGON ((17.0779 -29.6697,17.0609 -29.6867,17.0666 -29.7034,17.0825 -29.7104,17.0976 -29.7015,17.0958 -29.6833,17.1119 -29.6679,17.0937 -29.652,17.086 -29.6539,17.0753 -29.6597,17.0779 -29.6697))",ZAF,South Africa,17.4497066328051
"POLYGON ((17.1916 -29.595,17.1896 -29.5957,17.1887 -29.5963,17.1874 -29.5971,17.1873 -29.598,17.1864 -29.5985,17.1845 -29.5994,17.1834 -29.6002,17.1819 -29.6009,17.1818 -29.6017,17.1826 -29.6033,17.184 -29.6043,17.1852 -29.6045,17.1859 -29.6032,17.1867 -29.6045,17.1872 -29.6051,17.1868 -29.6059,17.186 -29.6067,17.1841 -29.6076,17.1832 -29.6079,17.1827 -29.6076,17.1824 -29.607,17.1818 -29.6067,17.1806 -29.6071,17.1801 -29.608,17.1806 -29.609,17.1817 -29.609,17.1828 -29.609,17.1839 -29.6089,17.1851 -29.6081,17.1897 -29.6054,17.1977 -29.6003,17.1967 -29.5989,17.1958 -29.5981,17.1955 -29.5975,17.1947 -29.5968,17.194 -29.5962,17.1933 -29.5959,17.1924 -29.5959,17.1916 -29.595))",ZAF,South Africa,1.14166848910977
"POLYGON ((17.2356 -29.6024,17.2384 -29.6026,17.2383 -29.6015,17.2383 -29.6009,17.2383 -29.5997,17.2372 -29.5996,17.2369 -29.5995,17.2366 -29.5996,17.2365 -29.6006,17.2363 -29.601,17.2356 -29.6008,17.2353 -29.5991,17.2353 -29.5987,17.2354 -29.5982,17.2358 -29.5983,17.2361 -29.598,17.2359 -29.5978,17.2355 -29.5977,17.2351 -29.5977,17.2344 -29.5975,17.2325 -29.5972,17.2327 -29.5985,17.2326 -29.5991,17.2322 -29.5985,17.2318 -29.5983,17.2314 -29.5985,17.2316 -29.5991,17.2322 -29.6001,17.2332 -29.6012,17.2337 -29.6018,17.2334 -29.6023,17.2334 -29.6036,17.2321 -29.6045,17.2321 -29.6043,17.2319 -29.604,17.2318 -29.6038,17.231 -29.6039,17.2307 -29.6044,17.2306 -29.6049,17.2307 -29.6058,17.231 -29.6063,17.2315 -29.6066,17.232 -29.6068,17.2336 -29.6069,17.2343 -29.6069,17.2349 -29.6068,17.2355 -29.6068,17.2362 -29.6067,17.2366 -29.6065,17.2369 -29.606,17.2365 -29.6053,17.2359 -29.6053,17.2354 -29.6052,17.2352 -29.6048,17.235 -29.6047,17.2346 -29.6045,17.2345 -29.6043,17.2349 -29.604,17.2352 -29.6038,17.2354 -29.6033,17.2355 -29.6028,17.2356 -29.6024))",ZAF,South Africa,0.41545263725739
"POLYGON ((17.1804 -29.5977,17.1773 -29.5991,17.1791 -29.6019,17.1819 -29.6001,17.1804 -29.5977))",ZAF,South Africa,0.110840553488605
"POLYGON ((28.632 -29.027,28.6328 -29.032,28.6336 -29.0329,28.6351 -29.0314,28.6351 -29.0292,28.633 -29.0268,28.632 -29.027))",LSO,Lesotho,0.130650940688819
"POLYGON ((23.1902 -29.3314,23.1884 -29.3306,23.1863 -29.3309,23.1848 -29.3305,23.1828 -29.3305,23.1811 -29.3317,23.1801 -29.3336,23.1805 -29.3355,23.1812 -29.338,23.1824 -29.3398,23.1838 -29.3407,23.1863 -29.3377,23.1885 -29.3341,23.1902 -29.3314))",ZAF,South Africa,0.671365729737861
"POLYGON ((17.9641 -29.5733,17.9619 -29.5716,17.9602 -29.5714,17.9589 -29.5716,17.9575 -29.5722,17.9574 -29.5731,17.9584 -29.5751,17.959 -29.576,17.961 -29.5759,17.9623 -29.5759,17.9632 -29.5758,17.9639 -29.5754,17.9641 -29.5733))",ZAF,South Africa,0.260665642424146
"POLYGON ((17.7837 -29.5741,17.7823 -29.5752,17.7822 -29.5777,17.7829 -29.5813,17.7836 -29.5837,17.7834 -29.5851,17.7834 -29.5864,17.7862 -29.5879,17.7871 -29.588,17.7879 -29.5887,17.7881 -29.5888,17.7891 -29.5891,17.79 -29.5893,17.7907 -29.5892,17.7915 -29.5888,17.7921 -29.5881,17.792 -29.587,17.7912 -29.5858,17.7909 -29.5854,17.7908 -29.5847,17.7908 -29.5842,17.7908 -29.5838,17.7906 -29.5833,17.7909 -29.5823,17.7913 -29.5817,17.7916 -29.5811,17.7918 -29.5796,17.792 -29.579,17.792 -29.5785,17.7939 -29.5797,17.7945 -29.5792,17.7956 -29.577,17.7984 -29.574,17.8002 -29.5725,17.8008 -29.5712,17.8004 -29.5688,17.7983 -29.5676,17.7957 -29.5677,17.7936 -29.568,17.7914 -29.5684,17.7894 -29.5689,17.7885 -29.5696,17.7886 -29.5713,17.7885 -29.5723,17.7882 -29.5731,17.7873 -29.5736,17.7861 -29.5737,17.7837 -29.5741))",ZAF,South Africa,2.30585683159651
"POLYGON ((17.9515 -29.56,17.9505 -29.5599,17.9496 -29.56,17.9491 -29.5604,17.9487 -29.5612,17.9482 -29.5618,17.9475 -29.5629,17.9471 -29.5635,17.9466 -29.5637,17.9456 -29.5641,17.9456 -29.5646,17.9452 -29.5654,17.9453 -29.5663,17.9457 -29.5674,17.946 -29.5686,17.946 -29.5697,17.946 -29.5708,17.9458 -29.5715,17.946 -29.5721,17.9465 -29.5724,17.9473 -29.5723,17.9479 -29.5722,17.9483 -29.5719,17.9486 -29.5716,17.9494 -29.5711,17.9503 -29.5706,17.9508 -29.5703,17.9508 -29.5694,17.9514 -29.569,17.9517 -29.5683,17.9516 -29.5668,17.9523 -29.5667,17.9537 -29.5661,17.9541 -29.5649,17.9541 -29.5639,17.9538 -29.563,17.9531 -29.5618,17.9521 -29.5614,17.9515 -29.56))",ZAF,South Africa,0.735975258262483
