"id","latitude","longitude","type_of_violence","best","dyad_name"
26267,2.066667,45.366667,1,7,"Government of Somalia - Al-Shabaab"
27148,2.066667,45.366667,1,10,"Government of Somalia - Al-Shabaab"
27287,4.735833,45.203611,1,2,"Government of Somalia - Al-Shabaab"
25153,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
27694,2.066667,45.366667,1,9,"Government of Somalia - Al-Shabaab"
26838,2.066667,45.366667,1,2,"Government of Somalia - Al-Shabaab"
27993,2.066667,45.366667,1,45,"Government of Somalia - Al-Shabaab"
28107,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
26153,2.066667,45.366667,1,11,"Government of Somalia - Al-Shabaab"
27395,2.066667,45.366667,1,10,"Government of Somalia - Al-Shabaab"
25231,2.066667,45.366667,1,0,"Government of Somalia - Al-Shabaab"
27831,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
26584,2.066667,45.366667,1,28,"Government of Somalia - Al-Shabaab"
28255,2.066667,45.366667,1,10,"Government of Somalia - Al-Shabaab"
26073,2.066667,45.366667,1,8,"Government of Somalia - Al-Shabaab"
25563,2.066667,45.366667,1,15,"Government of Somalia - Al-Shabaab"
26238,2.066667,45.366667,1,4,"Government of Somalia - Al-Shabaab"
25968,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
27130,2.066667,45.366667,1,10,"Government of Somalia - Al-Shabaab"
25926,2.066667,45.366667,1,22,"Government of Somalia - Al-Shabaab"
27720,2.066667,45.366667,1,0,"Government of Somalia - Al-Shabaab"
26909,4.735833,45.203611,1,35,"Government of Somalia - Al-Shabaab"
27802,2.066667,45.366667,1,5,"Government of Somalia - Al-Shabaab"
28106,2.066667,45.366667,1,9,"Government of Somalia - Al-Shabaab"
25891,2.066667,45.366667,1,12,"Government of Somalia - Al-Shabaab"
25356,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
25532,2.066667,45.366667,1,5,"Government of Somalia - Al-Shabaab"
27084,2.066667,45.366667,1,5,"Government of Somalia - Al-Shabaab"
26614,2.066667,45.366667,1,13,"Government of Somalia - Al-Shabaab"
26462,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
25774,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
25765,2.066667,45.366667,1,15,"Government of Somalia - Al-Shabaab"
27552,2.066667,45.366667,1,25,"Government of Somalia - Al-Shabaab"
25802,2.066667,45.366667,1,15,"Government of Somalia - Al-Shabaab"
27413,2.066667,45.366667,1,23,"Government of Somalia - Al-Shabaab"
26306,2.066667,45.366667,1,12,"Government of Somalia - Al-Shabaab"
27259,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
25206,2.066667,45.366667,1,20,"Government of Somalia - Al-Shabaab"
27716,2.066667,45.366667,1,43,"Government of Somalia - Al-Shabaab"
25245,2.066667,45.366667,1,2,"Government of Somalia - Al-Shabaab"
25553,2.066667,45.366667,1,2,"Government of Somalia - Al-Shabaab"
25210,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
27721,2.066667,45.366667,1,25,"Government of Somalia - Al-Shabaab"
26292,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
25459,2.066667,45.366667,1,7,"Government of Somalia - Al-Shabaab"
25589,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
27157,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
27556,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
27589,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
27258,2.066667,45.366667,1,2,"Government of Somalia - Al-Shabaab"
20628,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
27184,2.066667,45.366667,1,11,"Government of Somalia - Al-Shabaab"
26225,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
25586,2.066667,45.366667,1,13,"Government of Somalia - Al-Shabaab"
25690,2.066667,45.366667,1,2,"Government of Somalia - Al-Shabaab"
27083,2.066667,45.366667,1,5,"Government of Somalia - Al-Shabaab"
27337,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
25338,2.066667,45.366667,1,40,"Government of Somalia - Al-Shabaab"
25451,2.066667,45.366667,1,9,"Government of Somalia - Al-Shabaab"
27327,2.066667,45.366667,1,11,"Government of Somalia - Al-Shabaab"
26439,2.066667,45.366667,1,2,"Government of Somalia - Al-Shabaab"
25988,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
25456,4.735833,45.203611,1,2,"Government of Somalia - Al-Shabaab"
27429,2.066667,45.366667,1,4,"Government of Somalia - Al-Shabaab"
27425,2.066667,45.366667,1,13,"Government of Somalia - Al-Shabaab"
27650,3,43.5,1,30,"Government of Somalia - Al-Shabaab"
26081,2.066667,45.366667,1,6,"Government of Somalia - Al-Shabaab"
27666,2.066667,45.366667,1,10,"Government of Somalia - Al-Shabaab"
26253,2.066667,45.366667,1,16,"Government of Somalia - Al-Shabaab"
26868,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
25133,2.066667,45.366667,1,0,"Government of Somalia - Al-Shabaab"
26414,2.066667,45.366667,1,12,"Government of Somalia - Al-Shabaab"
26490,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
27151,2.066667,45.366667,1,7,"Government of Somalia - Al-Shabaab"
26156,2.066667,45.366667,1,10,"Government of Somalia - Al-Shabaab"
27870,4.55,43.033333,1,14,"Government of Somalia - Al-Shabaab"
25273,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
25143,2.066667,45.366667,1,12,"Government of Somalia - Al-Shabaab"
26224,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
25275,4.735833,45.203611,1,2,"Government of Somalia - Al-Shabaab"
25597,2.066667,45.366667,1,6,"Government of Somalia - Al-Shabaab"
27417,3.808228,43.247629,1,1,"Government of Somalia - Al-Shabaab"
26159,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
27549,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
26749,2.066667,45.366667,1,30,"Government of Somalia - Al-Shabaab"
26268,2.066667,45.366667,1,5,"Government of Somalia - Al-Shabaab"
26209,2.016353,45.306422,1,5,"Government of Somalia - Al-Shabaab"
27227,2.066667,45.366667,1,22,"Government of Somalia - Al-Shabaab"
26695,2.066667,45.366667,1,8,"Government of Somalia - Al-Shabaab"
25886,4.116667,43.9,1,5,"Government of Somalia - Al-Shabaab"
27894,4.116667,43.9,1,1,"Government of Somalia - Al-Shabaab"
26125,2.066667,45.366667,1,5,"Government of Somalia - Al-Shabaab"
25896,2.066667,45.366667,1,4,"Government of Somalia - Al-Shabaab"
25584,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
27554,2.066667,45.366667,1,10,"Government of Somalia - Al-Shabaab"
25279,2.066667,45.366667,1,1,"Government of Somalia - Al-Shabaab"
26075,2.066667,45.366667,1,8,"Government of Somalia - Al-Shabaab"
25345,2.066667,45.366667,1,16,"Government of Somalia - Al-Shabaab"
27706,2.066667,45.366667,1,23,"Government of Somalia - Al-Shabaab"
26981,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
27149,2.066667,45.366667,1,13,"Government of Somalia - Al-Shabaab"
27701,2.066667,45.366667,1,8,"Government of Somalia - Al-Shabaab"
27745,2.066667,45.366667,1,11,"Government of Somalia - Al-Shabaab"
27218,2.066667,45.366667,1,10,"Government of Somalia - Al-Shabaab"
27232,2.066667,45.366667,1,2,"Government of Somalia - Al-Shabaab"
26127,2.066667,45.366667,1,2,"Government of Somalia - Al-Shabaab"
28364,2.066667,45.366667,1,7,"Government of Somalia - Al-Shabaab"
27445,2.066667,45.366667,1,20,"Government of Somalia - Al-Shabaab"
27719,2.066667,45.366667,1,14,"Government of Somalia - Al-Shabaab"
26600,2.066667,45.366667,1,14,"Government of Somalia - Al-Shabaab"
27878,2.066667,45.366667,1,8,"Government of Somalia - Al-Shabaab"
27089,2.066667,45.366667,1,4,"Government of Somalia - Al-Shabaab"
25639,2.066667,45.366667,1,15,"Government of Somalia - Al-Shabaab"
25943,2.066667,45.366667,1,3,"Government of Somalia - Al-Shabaab"
26028,4.735833,45.203611,1,2,"Government of Somalia - Hizbul Islam"
26230,2.066667,45.366667,1,4,"Government of Somalia - Hizbul Islam"
26403,2.066667,45.366667,1,7,"Government of Somalia - Hizbul Islam"
27168,4.735833,45.203611,1,10,"Government of Somalia - Hizbul Islam"
26401,2.966667,45.533333,1,3,"Government of Somalia - Hizbul Islam"
28041,4.735833,45.203611,1,8,"Government of Somalia - Hizbul Islam"
27071,4.735833,45.203611,1,6,"Government of Somalia - Hizbul Islam"
27407,4.735833,45.203611,1,7,"Government of Somalia - Hizbul Islam"
27135,2.066667,45.366667,1,5,"Government of Somalia - Hizbul Islam"
27104,2.066667,45.366667,1,6,"Government of Somalia - Hizbul Islam"
26406,2.066667,45.366667,1,7,"Government of Somalia - Hizbul Islam"
26118,4,45.5,1,3,"Government of Somalia - Hizbul Islam"
25648,1.133333,43.75,1,5,"Government of United States of America - al-Qaida"
187638,1.133333,43.75,1,5,"Government of United States of America - al-Qaida"
25537,2.15,45.116667,3,0,"Government of Somalia - Civilians"
27723,2.066667,45.366667,3,3,"Government of Somalia - Civilians"
25239,2.066667,45.366667,3,1,"Government of Somalia - Civilians"
26643,2.066667,45.366667,3,2,"Government of Somalia - Civilians"
27767,2.066667,45.366667,3,0,"Government of Somalia - Civilians"
25979,2.066667,45.366667,3,1,"Government of Somalia - Civilians"
26116,2.066667,45.366667,3,2,"Government of Somalia - Civilians"
26045,2.066667,45.366667,3,3,"Government of Somalia - Civilians"
25272,2.066667,45.366667,3,1,"Government of Somalia - Civilians"
25419,2.066667,45.366667,3,1,"Al-Shabaab - Civilians"
27332,-0.358173,42.545365,3,1,"Al-Shabaab - Civilians"
26472,0,42,3,1,"Al-Shabaab - Civilians"
25933,2.066667,45.366667,3,1,"Al-Shabaab - Civilians"
28340,0,42,3,0,"Al-Shabaab - Civilians"
27525,1.71305,44.76388,3,1,"Al-Shabaab - Civilians"
26900,3.116667,43.65,3,2,"Al-Shabaab - Civilians"
26906,3.116667,43.65,3,0,"Al-Shabaab - Civilians"
26665,3.116667,43.65,3,7,"Al-Shabaab - Civilians"
27087,2.066667,45.366667,3,2,"Al-Shabaab - Civilians"
28064,1.71305,44.76388,3,2,"Al-Shabaab - Civilians"
25850,1.71305,44.76388,3,1,"Al-Shabaab - Civilians"
25549,3.808228,43.247629,3,1,"Al-Shabaab - Civilians"
28023,2.066667,45.366667,3,0,"Al-Shabaab - Civilians"
25821,5,47,2,28,"Ahlu Sunna Waljamaca - Al-Shabaab"
27939,5,47,2,16,"Ahlu Sunna Waljamaca - Al-Shabaab"
25291,5.3075,45.8825,2,8,"Ahlu Sunna Waljamaca - Al-Shabaab"
26248,5.3075,45.8825,2,25,"Ahlu Sunna Waljamaca - Al-Shabaab"
25871,5.3075,45.8825,2,26,"Ahlu Sunna Waljamaca - Al-Shabaab"
27253,5.535,46.386111,2,34,"Ahlu Sunna Waljamaca - Al-Shabaab"
27943,6.769722,47.430833,2,1,"Ahlu Sunna Waljamaca - Al-Shabaab"
27158,4.633257,46.179174,2,20,"Ahlu Sunna Waljamaca - Al-Shabaab"
20641,4.516667,46.283333,2,9,"Ahlu Sunna Waljamaca - Al-Shabaab"
27090,4.516667,46.283333,2,6,"Ahlu Sunna Waljamaca - Al-Shabaab"
25196,2.35,45.383333,2,2,"Ahlu Sunna Waljamaca - Al-Shabaab"
25160,2.338564,42.285637,2,2,"Ahlu Sunna Waljamaca - Al-Shabaab"
25486,4.383333,46.083333,2,7,"Ahlu Sunna Waljamaca - Al-Shabaab"
20642,3.85,45.566667,2,1,"Ahlu Sunna Waljamaca - Al-Shabaab"
25403,4.383333,46.083333,2,8,"Ahlu Sunna Waljamaca - Al-Shabaab"
25197,4.383333,46.083333,2,4,"Ahlu Sunna Waljamaca - Al-Shabaab"
25610,4.516667,46.283333,2,5,"Ahlu Sunna Waljamaca - Al-Shabaab"
26826,4.383333,46.083333,2,34,"Ahlu Sunna Waljamaca - Al-Shabaab"
26392,4.516667,46.283333,2,0,"Ahlu Sunna Waljamaca - Al-Shabaab"
27199,4.516667,46.283333,2,8,"Ahlu Sunna Waljamaca - Al-Shabaab"
28039,4.516667,46.283333,2,34,"Ahlu Sunna Waljamaca - Al-Shabaab"
27761,4.383333,46.083333,2,4,"Ahlu Sunna Waljamaca - Al-Shabaab"
25154,4.383333,46.083333,2,1,"Ahlu Sunna Waljamaca - Al-Shabaab"
25973,4.683333,46.616667,2,3,"Ahlu Sunna Waljamaca - Al-Shabaab"
26671,4.516667,46.283333,2,50,"Ahlu Sunna Waljamaca - Al-Shabaab"
24948,4.516667,46.283333,2,73,"Ahlu Sunna Waljamaca - Al-Shabaab"
26105,4.383333,46.083333,2,13,"Ahlu Sunna Waljamaca - Al-Shabaab"
25290,4.516667,46.283333,2,18,"Ahlu Sunna Waljamaca - Al-Shabaab"
25123,6.140278,46.625556,2,0,"Ahlu Sunna Waljamaca - Al-Shabaab"
25912,4.024069,46.617838,2,30,"Ahlu Sunna Waljamaca - Al-Shabaab"
25476,3.929306,41.874525,2,33,"Ahlu Sunna Waljamaca - Al-Shabaab"
26911,3.929306,41.874525,2,2,"Ahlu Sunna Waljamaca - Al-Shabaab"
26285,3.796513,42.544206,2,0,"Ahlu Sunna Waljamaca - Al-Shabaab"
27211,3.929306,41.874525,2,12,"Ahlu Sunna Waljamaca - Al-Shabaab"
26166,6.769722,47.430833,2,7,"Ahlu Sunna Waljamaca - Al-Shabaab"
27655,2.616667,44.9,2,2,"Ahlu Sunna Waljamaca - Al-Shabaab"
25564,5.200556,45.530278,2,12,"Ahlu Sunna Waljamaca - Al-Shabaab"
27924,2.3,45.266667,2,10,"Ahlu Sunna Waljamaca - Al-Shabaab"
27386,6.769722,47.430833,2,0,"Ahlu Sunna Waljamaca - Al-Shabaab"
27742,-0.358173,42.545365,2,30,"Al-Shabaab - Hizbul Islam"
21007,-0.358173,42.545365,2,2,"Al-Shabaab - Hizbul Islam"
25858,-0.358173,42.545365,2,10,"Al-Shabaab - Hizbul Islam"
27679,-0.358173,42.545365,2,9,"Al-Shabaab - Hizbul Islam"
27182,2.08233,45.2102,2,3,"Al-Shabaab - Hizbul Islam"
25825,0.514381,42.073209,2,12,"Al-Shabaab - Hizbul Islam"
26060,4,44,2,3,"Al-Shabaab - Hizbul Islam"
26272,2.066667,45.366667,2,0,"Al-Shabaab - Hizbul Islam"
28044,0.867222,41.971111,2,15,"Al-Shabaab - Hizbul Islam"
26249,0.514381,42.073209,2,13,"Al-Shabaab - Hizbul Islam"
25344,-0.358173,42.545365,2,3,"Al-Shabaab - Hizbul Islam"
26721,0.40627,41.01238,2,15,"Al-Shabaab - Hizbul Islam"
25738,0.40627,41.01238,2,6,"Al-Shabaab - Hizbul Islam"
34005,0.40627,41.01238,2,2,"Al-Shabaab - ONLF"
64592,4.735833,45.203611,2,10,"Ahlu Sunna Waljamaca - Hizbul Islam"
7997,12,25.633333,1,5,"Government of Sudan - JEM"
7071,12,25.633333,1,145,"Government of Sudan - JEM"
8413,12,25.633333,1,16,"Government of Sudan - JEM"
9006,12,25.633333,1,9,"Government of Sudan - JEM"
9162,12,25.633333,1,7,"Government of Sudan - JEM"
8036,12,25.633333,1,1,"Government of Sudan - JEM"
8037,12,25.633333,1,3,"Government of Sudan - JEM"
6795,11.266667,25.133333,1,5,"Government of Sudan - JEM"
8879,12,25.633333,1,7,"Government of Sudan - JEM"
9015,9.816667,28.75,1,1,"Government of Sudan - JEM"
8703,13.633333,25.35,1,2,"Government of Sudan - JEM"
6845,13.166667,24.366667,1,4,"Government of Sudan - JEM"
8257,13.75,25.166667,1,28,"Government of Sudan - JEM"
6801,13,23,1,63,"Government of Sudan - JEM"
8892,15.35,23.616667,1,2,"Government of Sudan - JEM"
8720,11.333333,27.8,1,2,"Government of Sudan - JEM"
9022,14.15,25.4,1,0,"Government of Sudan - SLM/A"
6889,13.833333,24.733333,1,6,"Government of Sudan - SLM/A"
6771,14.35,24.366667,1,5,"Government of Sudan - SLM/A"
8366,13.166667,24.366667,1,18,"Government of Sudan - SLM/A"
8741,16,26,1,3,"Government of Sudan - SLM/A"
8646,13.833333,24.733333,1,0,"Government of Sudan - SLM/A"
7186,15.383333,26.05,1,10,"Government of Sudan - SLM/A"
8490,13,23,1,7,"Government of Sudan - SLM/A"
37637,5,29,1,2,"Government of Uganda - LRA"
36959,4.81818,29.40091,1,1,"Government of Uganda - LRA"
36930,4.914722,29.476944,1,1,"Government of Uganda - LRA"
37424,4.676689,29.206219,1,7,"Government of Uganda - LRA"
37209,4.643333,28.253056,1,3,"Government of Uganda - LRA"
37656,4.57213,28.39549,1,1,"Government of Uganda - LRA"
32201,5.066667,27.45,1,1,"Government of Uganda - LRA"
33802,11,25,1,0,"Government of Uganda - LRA"
37421,8.459553,25.677997,1,3,"Government of Uganda - LRA"
37420,8.459553,25.677997,1,5,"Government of Uganda - LRA"
9064,13.933333,24.9,3,13,"SLM/A - MM - Civilians"
36932,4.914722,29.476944,3,4,"LRA - Civilians"
36940,4.914722,29.476944,3,4,"LRA - Civilians"
36958,4.81818,29.40091,3,5,"LRA - Civilians"
33891,5.066667,27.45,3,7,"LRA - Civilians"
36937,4.914722,29.476944,3,5,"LRA - Civilians"
37544,4.653266,30.436786,3,8,"LRA - Civilians"
35984,4.80833,30.32764,3,2,"LRA - Civilians"
32645,5.4,30.25,3,2,"LRA - Civilians"
34147,5.066667,27.45,3,3,"LRA - Civilians"
33781,4.713611,29.135833,3,5,"LRA - Civilians"
37020,5.4,30.25,3,1,"LRA - Civilians"
33508,5.03578,30.34397,3,2,"LRA - Civilians"
37651,4.57213,28.39549,3,25,"LRA - Civilians"
36043,4.456836,29.084256,3,2,"LRA - Civilians"
33380,5.665734,30.25954,3,1,"LRA - Civilians"
36919,4.83873,29.227297,3,1,"LRA - Civilians"
36843,4.914722,29.476944,3,1,"LRA - Civilians"
36957,4.81818,29.40091,3,0,"LRA - Civilians"
37638,5,29,3,0,"LRA - Civilians"
37539,4.916389,29.367777,3,1,"LRA - Civilians"
33892,5.066667,27.45,3,1,"LRA - Civilians"
36307,5.066667,27.45,3,4,"LRA - Civilians"
34310,4.091389,30.678611,3,6,"LRA - Civilians"
36681,4.17108,30.42819,3,4,"LRA - Civilians"
36067,4.962713,27.763344,3,2,"LRA - Civilians"
37660,4.091389,30.678611,3,7,"LRA - Civilians"
36047,5.458611,29.140556,3,12,"LRA - Civilians"
37037,4.54727,29.05364,3,1,"LRA - Civilians"
36346,5.066667,27.45,3,2,"LRA - Civilians"
37654,4.57213,28.39549,3,1,"LRA - Civilians"
37662,4.57213,28.39549,3,1,"LRA - Civilians"
37658,4.57213,28.39549,3,1,"LRA - Civilians"
37206,4.643333,28.253056,3,2,"LRA - Civilians"
32144,5.066667,27.45,3,2,"LRA - Civilians"
37659,4.57213,28.39549,3,1,"LRA - Civilians"
37542,4.551147,28.400253,3,1,"LRA - Civilians"
36914,4.914722,29.476944,3,1,"LRA - Civilians"
37589,5,29,3,20,"LRA - Civilians"
36351,5.066667,27.45,3,2,"LRA - Civilians"
36345,5.066667,27.45,3,0,"LRA - Civilians"
32136,5.301497,27.285619,3,1,"LRA - Civilians"
37648,4.57213,28.39549,3,2,"LRA - Civilians"
36941,4.914722,29.476944,3,0,"LRA - Civilians"
36652,6.023895,28.441743,3,2,"LRA - Civilians"
37626,6.04,27.24,3,10,"LRA - Civilians"
36845,5.383333,27.25,3,2,"LRA - Civilians"
37552,4.557236,28.040825,3,3,"LRA - Civilians"
37210,4.643333,28.253056,3,4,"LRA - Civilians"
37418,8.459553,25.677997,3,1,"LRA - Civilians"
7668,13.633333,25.35,3,1,"Janjaweed  - Civilians"
8704,11,25,2,65,"Fulani - Habaniya"
7557,11,25,2,26,"Fulani - Habaniya"
7566,10.85,25.166667,2,8,"Fulani - Habaniya"
8286,6.8,33.133333,2,50,"Lou Nuer - Murle"
7849,7.933333,33,2,267,"Lou Nuer - Murle"
9063,7.049,33,2,433,"Lou Nuer - Murle"
8013,7.65,33.05,2,10,"Lou Nuer - Murle"
8949,7.65,33.05,2,250,"Lou Nuer - Murle"
8256,7.583333,32.833333,2,185,"Lou Nuer - Murle"
7266,7.4,32.4,2,24,"Hol Dinka - Lou Nuer"
8620,7.75,31.416667,2,167,"Hol Dinka - Lou Nuer"
8677,5,33,2,0,"Hol Dinka - Lou Nuer"
8758,11,30,2,244,"Misseriya - Rizeigat Abbala"
9026,8.466667,33.15,2,71,"Jikany Nuer - Lou Nuer"
7996,9.370278,31.845556,2,7,"Ngok Dinka - Shiluk"
7857,9.536944,31.656111,2,70,"Ngok Dinka - Shiluk"
6772,9.838795,32.046135,2,20,"Ngok Dinka - Shiluk"
9273,9.71866,31.84875,2,5,"Ngok Dinka - Shiluk"
8296,9.370278,31.845556,2,8,"Ngok Dinka - Shiluk"
6981,10,32.7,2,11,"Ngok Dinka - Shiluk"
8673,5.103333,31.584722,2,30,"Bari - Mundari"
8107,5.103333,31.584722,2,11,"Bari - Mundari"
8145,5.453889,31.835833,2,3,"Bor Dinka - Mundari"
8148,5.602428,31.828292,2,2,"Bor Dinka - Mundari"
8157,5.5637,31.831211,2,3,"Bor Dinka - Mundari"
7584,5.620833,31.726389,2,3,"Bor Dinka - Mundari"
6992,5.63913,31.827966,2,2,"Bor Dinka - Mundari"
6976,5.7,31.79,2,3,"Bor Dinka - Mundari"
6952,5.697778,31.7975,2,3,"Bor Dinka - Mundari"
6953,5.713697,31.794508,2,3,"Bor Dinka - Mundari"
7305,5.82,31.77,2,2,"Bor Dinka - Mundari"
6759,5.44843,31.83483,2,3,"Bor Dinka - Mundari"
6817,5.686109,31.79647,2,2,"Bor Dinka - Mundari"
8744,5.658269,31.814552,2,2,"Bor Dinka - Mundari"
8885,5.35,31.81,2,3,"Bor Dinka - Mundari"
9233,5.741017,31.786956,2,3,"Bor Dinka - Mundari"
7539,6.15,31.2,2,5,"Aliap Dinka  - Mundari"
9296,6.15,31.2,2,47,"Aliap Dinka  - Mundari"
9195,7.273333,28.683889,2,30,"Luac Jang Dinka - Awan Dinka"
8333,7.345817,31.399028,2,46,"Bor Dinka - Lou Nuer"
36553,0.315556,32.565556,3,7,"Government of Uganda - Civilians"
36552,0.315556,32.565556,3,13,"Government of Uganda - Civilians"
36489,3.165555,33.955278,2,8,"Dodoth - Jie"
36488,3.165555,33.955278,2,8,"Dodoth - Jie"
32847,3.644167,34.234722,2,22,"Dodoth - Jie"
32700,3.644167,34.234722,2,1,"Dodoth - Turkana"
28516,-19.666667,30,3,0,"Government of Zimbabwe (Rhodesia) - Civilians"
