"id","latitude","longitude","type_of_violence","best","dyad_name"
3147,28,3,1,3,"Government of Algeria - AQIM"
3282,36.166667,2.166667,1,0,"Government of Algeria - AQIM"
3178,36.817,4.3,1,3,"Government of Algeria - AQIM"
3574,36.763056,3.050556,1,1,"Government of Algeria - AQIM"
5904,36.600817,3.445932,1,7,"Government of Algeria - AQIM"
4013,34.666667,6,1,2,"Government of Algeria - AQIM"
5810,36.31,2.162222,1,1,"Government of Algeria - AQIM"
1554,36.624812,3.477879,1,5,"Government of Algeria - AQIM"
4554,36.75,3.666667,1,3,"Government of Algeria - AQIM"
6620,28,3,1,0,"Government of Algeria - AQIM"
3991,28,3,1,2,"Government of Algeria - AQIM"
6622,28,3,1,1,"Government of Algeria - AQIM"
6276,36.75,4.25,1,1,"Government of Algeria - AQIM"
1699,28,3,1,1,"Government of Algeria - AQIM"
3261,36.730461,3.494822,1,1,"Government of Algeria - AQIM"
5637,36.716667,3.666667,1,1,"Government of Algeria - AQIM"
5991,36.711825,4.045914,1,2,"Government of Algeria - AQIM"
1748,35.404167,8.124167,1,3,"Government of Algeria - AQIM"
5159,36.75,3.666667,1,1,"Government of Algeria - AQIM"
5122,36.743276,3.717296,1,3,"Government of Algeria - AQIM"
3513,35.404167,8.124167,1,5,"Government of Algeria - AQIM"
3688,35.404167,8.124167,1,5,"Government of Algeria - AQIM"
5433,36.75,6,1,9,"Government of Algeria - AQIM"
5665,36.91716,3.913107,1,1,"Government of Algeria - AQIM"
4705,36.583333,3,1,1,"Government of Algeria - AQIM"
3457,36.583333,3,1,15,"Government of Algeria - AQIM"
1712,36.166667,2.166667,1,3,"Government of Algeria - AQIM"
3435,36.7441,3.9005,1,3,"Government of Algeria - AQIM"
2517,36.711825,4.045914,1,1,"Government of Algeria - AQIM"
3514,36.583333,4,1,3,"Government of Algeria - AQIM"
3833,35.383333,5.366667,1,1,"Government of Algeria - AQIM"
4910,36.75,4.25,1,2,"Government of Algeria - AQIM"
5262,36.083333,4.75,1,1,"Government of Algeria - AQIM"
2735,35.404167,8.124167,1,4,"Government of Algeria - AQIM"
2586,36.75,4.25,1,4,"Government of Algeria - AQIM"
4412,36.7441,3.9005,1,2,"Government of Algeria - AQIM"
4946,36.083333,3,1,1,"Government of Algeria - AQIM"
6232,36.758965,3.474819,1,4,"Government of Algeria - AQIM"
2874,36.758965,3.474819,1,2,"Government of Algeria - AQIM"
5140,34.666667,6,1,2,"Government of Algeria - AQIM"
4040,36.758965,3.474819,1,2,"Government of Algeria - AQIM"
3586,36.521996,4.205148,1,1,"Government of Algeria - AQIM"
5165,28,3,1,1,"Government of Algeria - AQIM"
2649,36.583333,3,1,6,"Government of Algeria - AQIM"
2729,36.3689,4.2708,1,1,"Government of Algeria - AQIM"
3426,30.5,6.166667,1,1,"Government of Algeria - AQIM"
4544,35.5,5.916667,1,1,"Government of Algeria - AQIM"
1552,28,3,1,0,"Government of Algeria - AQIM"
6351,34.833333,-0.5,1,1,"Government of Algeria - AQIM"
3693,36.564634,3.593296,1,1,"Government of Algeria - AQIM"
3922,36.159444,2.660963,1,2,"Government of Algeria - AQIM"
5811,36.8,5.766667,1,3,"Government of Algeria - AQIM"
4201,35.404167,8.124167,1,1,"Government of Algeria - AQIM"
6485,36.716667,3.666667,1,1,"Government of Algeria - AQIM"
4595,36.745783,4.202774,1,2,"Government of Algeria - AQIM"
4796,34.745124,5.898327,1,1,"Government of Algeria - AQIM"
4925,35,7.833333,1,5,"Government of Algeria - AQIM"
6125,36.08,3,1,1,"Government of Algeria - AQIM"
5019,36.8065,6.1265,1,2,"Government of Algeria - AQIM"
4102,36.711825,4.045914,1,1,"Government of Algeria - AQIM"
2296,35.404167,8.124167,1,3,"Government of Algeria - AQIM"
5481,22.785,5.522778,1,2,"Government of Algeria - AQIM"
2354,36.9,4.116667,1,2,"Government of Algeria - AQIM"
6149,36.785278,3.603611,1,2,"Government of Algeria - AQIM"
2245,36.583333,4,1,1,"Government of Algeria - AQIM"
2228,36.711825,4.045914,1,1,"Government of Algeria - AQIM"
2836,36.711825,4.045914,1,2,"Government of Algeria - AQIM"
2512,36.75,4.25,1,2,"Government of Algeria - AQIM"
3588,36.758965,3.474819,1,1,"Government of Algeria - AQIM"
4909,36.75,4.25,1,3,"Government of Algeria - AQIM"
3234,36.9,4.116667,1,1,"Government of Algeria - AQIM"
4626,36.041132,2.509353,1,2,"Government of Algeria - AQIM"
4242,36.666667,4.916667,1,4,"Government of Algeria - AQIM"
4482,36.075,4.775,1,2,"Government of Algeria - AQIM"
3805,36.75,4.25,1,1,"Government of Algeria - AQIM"
6497,36.75,3.666667,1,5,"Government of Algeria - AQIM"
6733,36.635072,3.590128,1,1,"Government of Algeria - AQIM"
4662,36.734357,3.962229,1,5,"Government of Algeria - AQIM"
4822,36.866667,6.9,1,4,"Government of Algeria - AQIM"
1629,36.75,3.666667,1,0,"Government of Algeria - AQIM"
2601,36.083333,3,1,5,"Government of Algeria - AQIM"
3401,36.083333,3,1,0,"Government of Algeria - AQIM"
4200,35.75,1.75,1,3,"Government of Algeria - AQIM"
3402,36.518656,3.657407,1,1,"Government of Algeria - AQIM"
6193,36.75,3.666667,1,1,"Government of Algeria - AQIM"
2920,34.949671,6.003873,1,10,"Government of Algeria - AQIM"
5704,35.404167,8.124167,1,1,"Government of Algeria - AQIM"
2516,35.5,5.916667,1,3,"Government of Algeria - AQIM"
2418,36.216667,1.666667,1,1,"Government of Algeria - AQIM"
6428,36.672728,3.809568,1,10,"Government of Algeria - AQIM"
6084,28,3,1,1,"Government of Algeria - AQIM"
5802,36.533333,6.7,1,5,"Government of Algeria - AQIM"
6487,34.5,-0.816667,1,1,"Government of Algeria - AQIM"
5206,36.066667,4.466667,1,19,"Government of Algeria - AQIM"
2888,36.083333,4.75,1,11,"Government of Algeria - AQIM"
5155,35,7,1,5,"Government of Algeria - AQIM"
3469,36.066667,4.466667,1,21,"Government of Algeria - AQIM"
4188,36.615116,4.47981,1,1,"Government of Algeria - AQIM"
6324,36.666667,4.916667,1,4,"Government of Algeria - AQIM"
2802,36.7,7.85,1,2,"Government of Algeria - AQIM"
3080,35.016667,7.016667,1,1,"Government of Algeria - AQIM"
3191,35.5,5.916667,1,5,"Government of Algeria - AQIM"
5990,36.75,4.25,1,3,"Government of Algeria - AQIM"
3213,36.883333,4.416667,1,1,"Government of Algeria - AQIM"
4694,36.470039,2.827699,1,1,"Government of Algeria - AQIM"
5109,36.66205,4.08009,1,2,"Government of Algeria - AQIM"
5440,36.932478,6.587763,1,1,"Government of Algeria - AQIM"
3637,36.586111,5.580556,1,1,"Government of Algeria - AQIM"
2392,23.75,4.666667,1,10,"Government of Algeria - AQIM"
2640,35.5,5.916667,1,1,"Government of Algeria - AQIM"
2460,36.7441,3.9005,1,4,"Government of Algeria - AQIM"
4380,36.75,4.25,1,7,"Government of Algeria - AQIM"
6412,35.416667,0.166667,1,2,"Government of Algeria - AQIM"
1726,36.711825,4.045914,1,1,"Government of Algeria - AQIM"
2194,35.025018,6.117613,1,6,"Government of Algeria - AQIM"
2863,36.75,4.25,1,2,"Government of Algeria - AQIM"
2792,35.555278,6.178611,1,8,"Government of Algeria - AQIM"
5237,36.711825,4.045914,1,2,"Government of Algeria - AQIM"
6275,36.55,1.7,1,16,"Government of Algeria - AQIM"
6665,35.5,5.916667,1,14,"Government of Algeria - AQIM"
5055,35.555278,6.178611,1,8,"Government of Algeria - AQIM"
5180,28,3,1,0,"Government of Algeria - AQIM"
3520,36.75587,5.084332,1,3,"Government of Algeria - AQIM"
4880,36.075,4.775,1,3,"Government of Algeria - AQIM"
3118,36.893889,4.123333,1,1,"Government of Algeria - AQIM"
2425,36.287909,1.766967,1,3,"Government of Algeria - AQIM"
5242,36.75,6.833333,1,6,"Government of Algeria - AQIM"
3410,36.55,1.7,1,3,"Government of Algeria - AQIM"
4543,36.748693,3.683237,1,1,"Government of Algeria - AQIM"
2686,36.166667,2.166667,1,3,"Government of Algeria - AQIM"
3068,36.564634,3.593296,1,2,"Government of Algeria - AQIM"
6625,36.744722,4.372222,1,2,"Government of Algeria - AQIM"
5006,36.25,1.25,1,1,"Government of Algeria - AQIM"
5542,36.863837,4.065418,1,2,"Government of Algeria - AQIM"
4557,36.816944,3.857222,1,1,"Government of Algeria - AQIM"
6480,36.25,3.916667,1,2,"Government of Algeria - AQIM"
3195,28,3,1,2,"Government of Algeria - AQIM"
3116,36.79239,3.052174,1,3,"Government of Algeria - AQIM"
2791,34.333333,3.666667,1,4,"Government of Algeria - AQIM"
3428,36.844444,3.987222,1,1,"Government of Algeria - AQIM"
6259,34.2,0.1,1,2,"Government of Algeria - AQIM"
2769,28,3,1,1,"Government of Algeria - AQIM"
2604,30.126673,-2.171278,1,13,"Government of Algeria - AQIM"
1888,27.416667,-5.833333,1,10,"Government of Algeria - AQIM"
2711,36.635072,3.590128,1,2,"Government of Algeria - AQIM"
2985,36.172162,6,1,1,"Government of Algeria - AQIM"
2520,36.75,4.25,1,3,"Government of Algeria - AQIM"
3699,36.166667,5.5,1,1,"Government of Algeria - AQIM"
5833,36.91716,3.913107,1,1,"Government of Algeria - AQIM"
3754,36.08,3,1,1,"Government of Algeria - AQIM"
3097,28,3,1,1,"Government of Algeria - AQIM"
4734,36.533333,6.7,1,3,"Government of Algeria - AQIM"
4148,25.75,-1,1,1,"Government of Algeria - AQIM"
5857,36.75,4.25,1,1,"Government of Algeria - AQIM"
5846,36.75587,5.084332,1,1,"Government of Algeria - AQIM"
4605,36.75,3.666667,1,2,"Government of Algeria - AQIM"
1668,25.75,-1,1,1,"Government of Algeria - AQIM"
4971,36.711825,4.045914,1,3,"Government of Algeria - AQIM"
4964,36.564634,3.593296,1,2,"Government of Algeria - AQIM"
4526,36.166667,2.166667,1,1,"Government of Algeria - AQIM"
6627,36.91716,3.913107,1,1,"Government of Algeria - AQIM"
1641,35.383333,5.9,1,2,"Government of Algeria - AQIM"
2367,36.716667,3.666667,1,3,"Government of Algeria - AQIM"
4112,36.731058,4.563053,1,2,"Government of Algeria - AQIM"
3376,35.885479,3.77236,1,2,"Government of Algeria - AQIM"
3067,36.493889,2.243056,1,1,"Government of Algeria - AQIM"
2957,36.7,5.616666,1,1,"Government of Algeria - AQIM"
2241,35.33333,4.333333,1,0,"Government of Algeria - AQIM"
4294,36.855833,3.866667,1,1,"Government of Algeria - AQIM"
2779,35.214167,4.1825,1,4,"Government of Algeria - AQIM"
6381,36.166667,5.5,1,0,"Government of Algeria - AQIM"
1525,36.773493,4.551606,1,1,"Government of Algeria - AQIM"
2896,36.8,6.15,1,1,"Government of Algeria - AQIM"
4125,36.75,4.25,1,3,"Government of Algeria - AQIM"
5766,35.189937,-0.630846,3,2,"AQIM - Civilians"
5962,35.404167,8.124167,3,4,"AQIM - Civilians"
2558,36.674444,5.4825,3,9,"AQIM - Civilians"
4710,36.711825,4.045914,3,1,"AQIM - Civilians"
6210,35.404167,8.124167,3,1,"AQIM - Civilians"
3106,35,7.833333,3,3,"AQIM - Civilians"
2731,35.2,8.166667,3,1,"AQIM - Civilians"
2650,34.485934,7.518649,3,1,"AQIM - Civilians"
6703,36.667744,3.591152,3,1,"AQIM - Civilians"
1852,35.404167,8.124167,3,2,"AQIM - Civilians"
2660,34.733333,8.05,3,1,"AQIM - Civilians"
2567,36.564709,4.306189,3,2,"AQIM - Civilians"
4123,35.5,5.916667,3,1,"AQIM - Civilians"
2726,36.7441,3.9005,3,4,"AQIM - Civilians"
3012,36.628979,3.612932,3,1,"AQIM - Civilians"
5571,36.476413,3.758767,3,1,"AQIM - Civilians"
2489,34.7,-0.383333,3,1,"AQIM - Civilians"
68661,-5,12.5,1,24,"Government of Angola - FLEC-FAC"
21127,-4.883333,12.75,1,0,"Government of Angola - FLEC-FAC"
21131,-5.55,12.2,1,0,"Government of Angola - FLEC-FAC"
20664,-4.95,12.616667,1,0,"Government of Angola - FLEC-FAC"
22204,-4.95,12.616667,1,0,"Government of Angola - FLEC-FAC"
21928,-4.833333,12.5,1,0,"Government of Angola - FLEC-FAC"
22190,-4.75,12.666667,1,1,"Government of Angola - FLEC-FAC"
22004,-4.95,12.616667,1,0,"Government of Angola - FLEC-FAC"
21297,-4.862822,12.44245,1,0,"Government of Angola - FLEC-FAC"
22717,4.5663,8.5948,3,0,"Government of Cameroon - Civilians"
36210,5.399784,26.486881,1,3,"Government of Uganda - LRA"
36211,5.399784,26.486881,1,4,"Government of Uganda - LRA"
33542,5.399784,26.486881,1,21,"Government of Uganda - LRA"
37213,5.399784,26.486881,1,0,"Government of Uganda - LRA"
33807,5.399784,26.486881,1,1,"Government of Uganda - LRA"
36367,6.066666,25.3,1,2,"Government of Uganda - LRA"
32142,6.046279,25.326075,1,23,"Government of Uganda - LRA"
36212,6.046279,25.326075,1,1,"Government of Uganda - LRA"
37212,5.399784,26.486881,1,1,"Government of Uganda - LRA"
36249,6.046279,25.326075,1,3,"Government of Uganda - LRA"
36252,6.046279,25.326075,1,1,"Government of Uganda - LRA"
22737,8.409167,20.653056,1,0,"Government of Central African Republic - CPJP"
22740,8.98934,20.7325,1,10,"Government of Central African Republic - CPJP"
22828,8.409167,20.653056,1,0,"Government of Central African Republic - CPJP"
22856,8.409167,20.653056,1,7,"Government of Central African Republic - CPJP"
22787,8.409167,20.653056,1,2,"Government of Central African Republic - CPJP"
22738,8.409167,20.653056,1,3,"Government of Central African Republic - CPJP"
22741,9.199026,20.491112,1,4,"Government of Central African Republic - CPJP"
255864,8.98934,20.7325,1,2,"Government of Central African Republic - CPJP"
22842,8.720995,20.669114,3,21,"Government of Central African Republic - Civilians"
32627,5.49906,26.34986,3,5,"LRA - Civilians"
36785,5.37568,26.50548,3,10,"LRA - Civilians"
33879,5.216666,26.6,3,1,"LRA - Civilians"
32364,5.422278,26.480861,3,1,"LRA - Civilians"
32854,5.37568,26.50548,3,2,"LRA - Civilians"
32873,5.399784,26.486881,3,1,"LRA - Civilians"
33898,5.309619,26.543158,3,1,"LRA - Civilians"
36068,5.320485,26.908383,3,1,"LRA - Civilians"
36779,5.33,26.53,3,1,"LRA - Civilians"
36828,5.216666,26.6,3,2,"LRA - Civilians"
37215,5.399784,26.486881,3,1,"LRA - Civilians"
256002,5.422278,26.480861,3,6,"LRA - Civilians"
255997,5.399784,26.486881,3,7,"LRA - Civilians"
255998,5.33,26.53,3,7,"LRA - Civilians"
255999,5.2614,26.582591,3,7,"LRA - Civilians"
256000,5.216666,26.6,3,7,"LRA - Civilians"
256001,5.37568,26.50548,3,6,"LRA - Civilians"
36042,5.410461,27.195648,3,1,"LRA - Civilians"
33378,5.410461,27.195648,3,1,"LRA - Civilians"
32176,5.422278,26.480861,3,1,"LRA - Civilians"
256012,5.399784,26.486881,3,2,"LRA - Civilians"
33531,5.259993,26.161478,3,4,"LRA - Civilians"
34194,5.216666,26.6,3,5,"LRA - Civilians"
32862,5.318001,25.955293,3,3,"LRA - Civilians"
36895,5.7,25.583333,3,3,"LRA - Civilians"
37214,5.399784,26.486881,3,2,"LRA - Civilians"
33899,5.309619,26.543158,3,1,"LRA - Civilians"
33181,5.318001,25.955293,3,7,"LRA - Civilians"
33808,5.399784,26.486881,3,1,"LRA - Civilians"
36521,5.264812,26.187124,3,2,"LRA - Civilians"
36041,5.410461,27.195648,3,1,"LRA - Civilians"
36520,5.264812,26.187124,3,1,"LRA - Civilians"
33307,5.410461,27.195648,3,3,"LRA - Civilians"
33365,5.399784,26.486881,3,3,"LRA - Civilians"
33806,5.399784,26.486881,3,3,"LRA - Civilians"
32177,6.046279,25.326075,3,8,"LRA - Civilians"
32188,6.066666,25.3,3,1,"LRA - Civilians"
32191,6.046279,25.326075,3,3,"LRA - Civilians"
33313,5.77849,24.85997,3,1,"LRA - Civilians"
33924,5.399784,26.486881,3,1,"LRA - Civilians"
36250,6.046279,25.326075,3,11,"LRA - Civilians"
12132,14.216667,22.416667,1,1,"Government of Chad - UFR"
11988,12.4,20.916667,1,50,"Government of Chad - UFR"
12330,12.766667,20.483333,1,50,"Government of Chad - UFR"
12332,12.766667,20.483333,1,22,"Government of Chad - UFR"
12265,14.533333,20.916667,1,2,"Government of Chad - UFR"
12061,12.016667,21.683333,1,3,"Government of Chad - UFR"
12344,12.216667,21.416667,1,3,"Government of Chad - UFR"
12135,10.946947,22.843741,1,0,"Government of Chad - UFR"
7575,15.55,22.91,1,1,"Government of Sudan - JEM"
8063,15.55,22.91,1,1,"Government of Sudan - JEM"
8194,15,21.5,1,1,"Government of Sudan - JEM"
9040,15,21.5,1,1,"Government of Sudan - JEM"
37059,3.751221,29.5185,1,10,"Government of Uganda - LRA"
33140,3.616667,28.566667,1,3,"Government of Uganda - LRA"
37460,3.52185,29.415944,1,4,"Government of Uganda - LRA"
36289,4.643622,23.440319,1,9,"Government of Uganda - LRA"
36279,4.733333,27.7,1,1,"Government of Uganda - LRA"
33201,4.195592,29.480934,1,1,"Government of Uganda - LRA"
32143,3.616667,28.566667,1,2,"Government of Uganda - LRA"
33358,4.066849,28.674952,1,3,"Government of Uganda - LRA"
37406,4.116667,27.766666,1,9,"Government of Uganda - LRA"
37611,4.20967,29.216091,1,5,"Government of Uganda - LRA"
36287,2.766666,27.616666,1,4,"Government of Uganda - LRA"
33345,3.907417,28.375776,1,2,"Government of Uganda - LRA"
36844,3.760205,28.959212,1,2,"Government of Uganda - LRA"
36384,4.267515,29.515512,1,1,"Government of Uganda - LRA"
36045,4.183333,27.066667,1,11,"Government of Uganda - LRA"
37107,3.907417,28.375776,1,19,"Government of Uganda - LRA"
35890,3.866666,30.233333,1,1,"Government of Uganda - LRA"
32669,2.766667,27.616667,1,4,"Government of Uganda - LRA"
36383,4.267515,29.515512,1,18,"Government of Uganda - LRA"
36318,4.246294,28.752718,1,1,"Government of Uganda - LRA"
33560,3.465815,29.70809,1,2,"Government of Uganda - LRA"
33894,4.183333,27.066667,1,8,"Government of Uganda - LRA"
32363,4.733333,27.55,1,3,"Government of Uganda - LRA"
36241,3.996967,26.449789,1,1,"Government of Uganda - LRA"
36356,3.735032,29.709968,1,1,"Government of Uganda - LRA"
36284,2.766666,27.616666,1,14,"Government of Uganda - LRA"
36051,4.15,27.9,1,4,"Government of Uganda - LRA"
37623,3.05,29.533333,1,1,"Government of Uganda - LRA"
36248,4.4,25.783333,1,3,"Government of Uganda - LRA"
36281,2.766666,27.616666,1,3,"Government of Uganda - LRA"
37104,3.907417,28.375776,1,2,"Government of Uganda - LRA"
37528,3.416666,27.666666,1,2,"Government of Uganda - LRA"
24286,-0.666667,28.75,3,198,"Government of DR Congo (Zaire) - Civilians"
40013,4.15,27.9,3,7,"Government of DR Congo (Zaire) - Civilians"
39817,4.102173,28.103872,3,1,"Government of DR Congo (Zaire) - Civilians"
23986,-1.216054,28.744677,3,4,"Government of DR Congo (Zaire) - Civilians"
23038,-1.74,28.6725,3,13,"Government of DR Congo (Zaire) - Civilians"
24348,-1.30359,28.731093,3,2,"Government of DR Congo (Zaire) - Civilians"
24001,-1.30359,28.731093,3,5,"Government of DR Congo (Zaire) - Civilians"
23950,-0.582341,29.023816,3,2,"Government of DR Congo (Zaire) - Civilians"
23949,-0.582341,29.023816,3,1,"Government of DR Congo (Zaire) - Civilians"
23626,-0.581217,29.081264,3,3,"Government of DR Congo (Zaire) - Civilians"
23619,-1.319167,28.685833,3,2,"Government of DR Congo (Zaire) - Civilians"
23801,-0.56,29.2,3,1,"Government of DR Congo (Zaire) - Civilians"
24275,-1.28744,28.868418,3,1,"Government of DR Congo (Zaire) - Civilians"
23581,-0.711111,29.173056,3,1,"Government of DR Congo (Zaire) - Civilians"
23948,-0.166667,29.233333,3,1,"Government of DR Congo (Zaire) - Civilians"
23538,-2.0496,28.5213,3,1,"Government of DR Congo (Zaire) - Civilians"
23953,-0.166667,29.233333,3,1,"Government of DR Congo (Zaire) - Civilians"
23954,-0.166667,29.233333,3,1,"Government of DR Congo (Zaire) - Civilians"
23869,2.766667,27.616667,3,1,"Government of DR Congo (Zaire) - Civilians"
23561,-0.6,29.32,3,1,"Government of DR Congo (Zaire) - Civilians"
23558,-1.75,29.01,3,1,"Government of DR Congo (Zaire) - Civilians"
24046,-1.14282,29.115709,3,5,"Government of DR Congo (Zaire) - Civilians"
24349,-1.30359,28.731093,3,11,"Government of DR Congo (Zaire) - Civilians"
24444,-1.68161,28.73328,3,2,"Government of DR Congo (Zaire) - Civilians"
23705,-1.556103,28.6684,3,2,"Government of DR Congo (Zaire) - Civilians"
23946,-0.166667,29.233333,3,1,"Government of DR Congo (Zaire) - Civilians"
23800,-0.56,29.2,3,1,"Government of DR Congo (Zaire) - Civilians"
23620,-0.16,28.98,3,4,"Government of DR Congo (Zaire) - Civilians"
23506,-1.12,29.45,3,1,"Government of DR Congo (Zaire) - Civilians"
23859,-1.184167,29.448889,3,1,"Government of DR Congo (Zaire) - Civilians"
24004,-1.30359,28.731093,3,1,"Government of DR Congo (Zaire) - Civilians"
24339,-1.30359,28.731093,3,1,"Government of DR Congo (Zaire) - Civilians"
24484,-0.766812,29.183165,3,1,"Government of DR Congo (Zaire) - Civilians"
24096,-1.4,28.816667,3,2,"Government of DR Congo (Zaire) - Civilians"
24109,-1.370951,28.666854,3,1,"Government of DR Congo (Zaire) - Civilians"
23667,-0.99174,29.44687,3,1,"Government of DR Congo (Zaire) - Civilians"
23077,-1.790833,29.001667,3,9,"Government of DR Congo (Zaire) - Civilians"
23036,-1.74,28.6725,3,49,"Government of DR Congo (Zaire) - Civilians"
24691,-1.79,28.62,3,50,"Government of DR Congo (Zaire) - Civilians"
24699,-1.694006,28.477637,3,80,"Government of DR Congo (Zaire) - Civilians"
24693,-1.416667,28.05,3,10,"Government of DR Congo (Zaire) - Civilians"
23668,-0.99174,29.44687,3,1,"Government of DR Congo (Zaire) - Civilians"
23621,-0.16,28.98,3,4,"Government of DR Congo (Zaire) - Civilians"
23185,-1.192328,29.430889,3,1,"Government of DR Congo (Zaire) - Civilians"
24566,-3.16667,28.25,3,2,"Government of DR Congo (Zaire) - Civilians"
24694,-1.416667,28.05,3,10,"Government of DR Congo (Zaire) - Civilians"
24683,-1.416667,28.05,3,15,"Government of DR Congo (Zaire) - Civilians"
24485,-0.883101,29.566521,3,3,"Government of DR Congo (Zaire) - Civilians"
24090,-1.30359,28.731093,3,2,"Government of DR Congo (Zaire) - Civilians"
23415,-1.868868,28.446529,3,1,"Government of DR Congo (Zaire) - Civilians"
24352,-1.30359,28.731093,3,62,"Government of DR Congo (Zaire) - Civilians"
24347,-1.30359,28.731093,3,5,"Government of DR Congo (Zaire) - Civilians"
23522,-2.083203,28.588392,3,1,"Government of DR Congo (Zaire) - Civilians"
24329,-0.666667,28.75,3,2,"Government of DR Congo (Zaire) - Civilians"
24445,-1.68161,28.73328,3,1,"Government of DR Congo (Zaire) - Civilians"
23408,4.733333,27.7,3,2,"Government of DR Congo (Zaire) - Civilians"
23419,-1.866111,28.449722,3,1,"Government of DR Congo (Zaire) - Civilians"
24441,-1.68161,28.73328,3,1,"Government of DR Congo (Zaire) - Civilians"
24534,-2.3126,27.4772,3,1,"Government of DR Congo (Zaire) - Civilians"
23694,-1.50446,29.3414,3,2,"Government of DR Congo (Zaire) - Civilians"
24363,-0.883101,29.566521,3,1,"Government of DR Congo (Zaire) - Civilians"
24362,-0.883101,29.566521,3,1,"Government of DR Congo (Zaire) - Civilians"
23833,-0.95,29.55,3,4,"Government of DR Congo (Zaire) - Civilians"
24346,-1.30359,28.731093,3,6,"Government of DR Congo (Zaire) - Civilians"
24361,-1.790833,29.001667,3,1,"Government of DR Congo (Zaire) - Civilians"
24479,-1.011999,29.3493,3,2,"Government of DR Congo (Zaire) - Civilians"
24700,-1.466667,28.5,3,1,"Government of DR Congo (Zaire) - Civilians"
24732,-1.81,28.79,3,1,"Government of DR Congo (Zaire) - Civilians"
23245,-2.73647,28.61463,3,2,"Government of DR Congo (Zaire) - Civilians"
23535,-1.4,28.816667,3,1,"Government of DR Congo (Zaire) - Civilians"
23951,-0.6913,29.1487,3,1,"Government of DR Congo (Zaire) - Civilians"
24002,-1.30359,28.731093,3,1,"Government of DR Congo (Zaire) - Civilians"
24345,-1.30359,28.731093,3,7,"Government of DR Congo (Zaire) - Civilians"
24342,-1.30359,28.731093,3,5,"Government of DR Congo (Zaire) - Civilians"
24098,-1.30359,28.731093,3,22,"Government of DR Congo (Zaire) - Civilians"
24099,-1.30359,28.731093,3,3,"Government of DR Congo (Zaire) - Civilians"
24105,-1.35361,28.8021,3,2,"Government of DR Congo (Zaire) - Civilians"
23661,-1.5642,28.7238,3,1,"Government of DR Congo (Zaire) - Civilians"
24097,-1.7166,28.758843,3,1,"Government of DR Congo (Zaire) - Civilians"
23857,-1.157667,29.431222,3,1,"Government of DR Congo (Zaire) - Civilians"
23532,-2.079717,28.769754,3,1,"Government of DR Congo (Zaire) - Civilians"
23411,4.15,27.9,3,2,"Government of DR Congo (Zaire) - Civilians"
24003,-1.30359,28.731093,3,6,"Government of DR Congo (Zaire) - Civilians"
24039,-1.30359,28.731093,3,17,"Government of DR Congo (Zaire) - Civilians"
24040,-1.241311,28.696,3,20,"Government of DR Congo (Zaire) - Civilians"
24041,-1.30359,28.731093,3,7,"Government of DR Congo (Zaire) - Civilians"
24042,-1.30359,28.731093,3,9,"Government of DR Congo (Zaire) - Civilians"
24043,-1.25427,28.97987,3,28,"Government of DR Congo (Zaire) - Civilians"
23041,-1.71,28.98,3,2,"Government of DR Congo (Zaire) - Civilians"
24621,-2.90435,28.9964,3,1,"Government of DR Congo (Zaire) - Civilians"
23666,-0.99174,29.44687,3,2,"Government of DR Congo (Zaire) - Civilians"
23947,-0.712194,29.056317,3,2,"Government of DR Congo (Zaire) - Civilians"
24341,-1.30359,28.731093,3,50,"Government of DR Congo (Zaire) - Civilians"
23987,-1.216054,28.744677,3,3,"Government of DR Congo (Zaire) - Civilians"
24657,-1,29.25,3,6,"Government of DR Congo (Zaire) - Civilians"
23633,-0.26,29.02,3,1,"Government of DR Congo (Zaire) - Civilians"
24091,-1.4,28.816667,3,3,"Government of DR Congo (Zaire) - Civilians"
24448,-1.216667,29.383333,3,6,"Government of DR Congo (Zaire) - Civilians"
23528,-1.78,28.69,3,10,"Government of DR Congo (Zaire) - Civilians"
23033,-1.31,27.93,3,1,"Government of DR Congo (Zaire) - Civilians"
24048,-1.14282,29.115709,3,3,"Government of DR Congo (Zaire) - Civilians"
23708,-1.243656,28.724173,3,8,"Government of DR Congo (Zaire) - Civilians"
24343,-1.30359,28.731093,3,7,"Government of DR Congo (Zaire) - Civilians"
24344,-1.30359,28.731093,3,9,"Government of DR Congo (Zaire) - Civilians"
23955,-0.392338,29.192731,3,2,"Government of DR Congo (Zaire) - Civilians"
23579,-0.711111,29.173056,3,1,"Government of DR Congo (Zaire) - Civilians"
23244,-2.29,28.8,3,1,"Government of DR Congo (Zaire) - Civilians"
23594,-0.711111,29.173056,3,1,"Government of DR Congo (Zaire) - Civilians"
23531,-1.78,28.69,3,4,"Government of DR Congo (Zaire) - Civilians"
24340,-1.227668,28.744857,3,6,"Government of DR Congo (Zaire) - Civilians"
24095,-1.30359,28.731093,3,1,"Government of DR Congo (Zaire) - Civilians"
23181,-2.066667,28.566667,3,1,"Government of DR Congo (Zaire) - Civilians"
24008,0.4605,29.2102,3,3,"Government of DR Congo (Zaire) - Civilians"
23945,-0.6,29.016667,3,6,"Government of DR Congo (Zaire) - Civilians"
23412,3.616667,28.566667,3,3,"Government of DR Congo (Zaire) - Civilians"
40017,-1.045165,29.427336,3,7,"Government of Rwanda - Civilians"
33609,-1.4,28.816667,3,3,"Government of Rwanda - Civilians"
39762,-1.13217,28.8102,3,2,"Government of Rwanda - Civilians"
